,smiles,FDA_APPROVED,CT_TOX,cano_smiles
651,N(CCCC1c2c(cccc2)C=Cc2c1cccc2)C,1,0,CNCCCC1c2ccccc2C=Cc2ccccc21
652,N(CCCN1c2c(cccc2)CCc2c1cccc2)C,1,0,CNCCCN1c2ccccc2CCc2ccccc21
653,O=C1C=C2C(=C3[C@@H](c4ccc(N(C)C)cc4)C[C@]4(C)[C@](O)(C#CC)CC[C@H]4[C@@H]3CC2)CC1,1,0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
654,O=C(O)CCC/C=C/1\C[C@@H]2[C@@H](/C=C/[C@@H](O)C(CC#CC)C)[C@H](O)C[C@@H]2C\1,1,0,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C\CCCC(=O)O)C[C@H]2C[C@H]1O
655,O=C1N(Cc2nc(C)c3c(n2)cccc3)C(=O)c2n(CC#CC)c(N3C[C@H](N)CCC3)nc2N1C,1,0,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
656,O=C(O)[C@H](NC(=O)C1CCC(C(C)C)CC1)Cc1ccccc1,1,0,CC(C)C1CCC(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
657,N#C/N=C(\NC(C(C)(C)C)C)/Nc1ccncc1,1,0,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C
658,O(C)c1c(C(O)C(N)C)cc(OC)cc1,1,0,COc1ccc(OC)c(C(O)C(C)N)c1
659,O=C(O)C(O)C,1,0,CC(O)C(=O)O
660,Clc1cc(C(=O)C(NC(C)(C)C)C)ccc1,1,0,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
661,SC(C(=O)NCC(=O)O)C,1,0,CC(S)C(=O)NCC(=O)O
662,FC=1C2=C(N)/C(/C(=O)N=C2C=CC=1)=C\1/Nc2c(N/1)ccc(N1CCN(C)CC1)c2,0,1,CN1CCN(c2ccc3c(c2)N/C(=C2\C(=O)N=c4cccc(F)c4=C2N)N3)CC1
663,SC([C@@H](N)C(=O)O)(C)C,1,0,CC(C)(S)[C@@H](N)C(=O)O
666,O=C1N(C)c2c(N1c1ccc(C(C#N)(C)C)cc1)c1c(nc2)ccc(-c2cnc3c(c2)cccc3)c1,0,1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
667,O(/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)\c1[n+]c(N)sc1)C(C(=O)[O-])(C)C,1,0,CC(C)(O/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)C1=CSC(N)=[N+]1)C(=O)[O-]
668,Clc1ccc(C(=O)c2ccc(OC(C(=O)O)(C)C)cc2)cc1,1,0,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O
669,Clc1ccc(C(=O)c2ccc(OC(C(=O)NCCS(=O)(=O)[O-])(C)C)cc2)cc1,1,0,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)NCCS(=O)(=O)[O-]
670,O=C(OC)N[C@H](C(=O)NN(C[C@H](O)[C@@H](NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccccc1)Cc1ccc(-c2ncccc2)cc1)C(C)(C)C,1,1,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
671,O[C@@H](CNC(C)(C)C)c1cc(CO)c(O)cc1,1,0,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1
672,O(C[C@@H](O)CNC(C)(C)C)c1c(N2CCOCC2)nsn1,1,0,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
673,O(C[C@@H](O)CNC(C)(C)C)c1c2c(C(=O)CCC2)ccc1,1,0,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
674,O(C[C@@H](O)CNC(C)(C)C)c1c(C2CCCC2)cccc1,1,0,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1
675,OC(CNC(C)(C)C)c1cc(O)cc(O)c1,1,0,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
676,OC(CNC(C)(C)C)c1cc(CO)c(O)cc1,1,0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
677,OC(CNC(C)(C)C)c1nc(CO)c(O)cc1,1,0,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
678,O(CC(O)CNC(C)(C)C)c1c2c(ccc1)C[C@@H](O)[C@@H](O)C2,1,0,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
679,O(CC(O)CNC(C)(C)C)c1c2c(NC(=O)CC2)ccc1,1,0,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
680,O=C(Nc1c(O)c2C(=O)C3=C([O-])[C@]4(O)C(=O)C(C(=O)N)C(=O)[C@@H]([N+](C)C)[C@@H]4C[C@@H]3Cc2c(N(C)C)c1)CNC(C)(C)C,1,0,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H]([N+](C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C([O-])=C1C2=O
681,N(C/C=C/C#CC(C)(C)C)(Cc1c2c(ccc1)cccc2)C,1,0,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
682,O=C(Oc1c(OC(=O)C(C)(C)C)ccc(C(O)CNC)c1)C(C)(C)C,1,0,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
683,P(=O)(OCOC(=O)C(C)(C)C)(OCOC(=O)C(C)(C)C)COCCn1c2ncnc(N)c2nc1,1,1,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
684,S(C(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)(C)C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1,0,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
685,O=C(CC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(OC)cc1,1,0,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1
686,Clc1ccc(C(N2CCN(Cc3ccc(C(C)(C)C)cc3)CC2)c2ccccc2)cc1,1,0,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1
687,S(=O)(=O)(/N=C/1\C(Oc2c(OC)cccc2)C(OCCO)=NC(c2ncccn2)=N\1)c1ccc(C(C)(C)C)cc1,1,0,COc1ccccc1OC1C(OCCO)=NC(c2ncccn2)=N/C1=N/S(=O)(=O)c1ccc(C(C)(C)C)cc1
688,Oc1ccc(C(CC(C)(C)C)(C)C)cc1,1,0,CC(C)(C)CC(C)(C)c1ccc(O)cc1
689,O=C(N[C@H]([C@H](O)CN1[C@H](C(=O)NC(C)(C)C)C[C@H]2[C@@H](C1)CCCC2)Cc1ccccc1)[C@@H](NC(=O)c1nc2c(cc1)cccc2)CC(=O)N,1,0,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
690,O=C(N[C@@H]1[C@H](O)Cc2c1cccc2)[C@@H](C[C@H](O)CN1[C@H](C(=O)NC(C)(C)C)CN(Cc2cnccc2)CC1)Cc1ccccc1,1,0,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
691,O=C(O)C(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1,0,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
692,Clc1cc2nc(/C=C/c3cc([C@H](SCC4(CC(=O)O)CC4)CCc4c(C(O)(C)C)cccc4)ccc3)ccc2cc1,1,0,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
693,O=C(C(C)(C)c1cnccc1)c1cnccc1,1,0,CC(C)(C(=O)c1cccnc1)c1cccnc1
694,Clc1ccc(CC(N)(C)C)cc1,1,0,CC(C)(N)Cc1ccc(Cl)cc1
695,N(C(Cc1ccccc1)(C)C)C,1,0,CNC(C)(C)Cc1ccccc1
696,NC(Cc1ccccc1)(C)C,1,0,CC(C)(N)Cc1ccccc1
697,O=C(NCCC(=O)O)[C@H](O)C(CO)(C)C,1,0,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O
698,O=C(NCCCO)[C@H](O)C(CO)(C)C,1,0,CC(C)(CO)[C@@H](O)C(=O)NCCCO
699,Clc1ccc(/N=C(\N/C(=[N+]\C(C)C)/N)/N)cc1,1,0,CC(C)/[N+]=C(/N)N/C(N)=N\c1ccc(Cl)cc1
700,Clc1ccc(NC=2/C(=N\C(C)C)/C=C3N(c4ccc(Cl)cc4)c4c(N=C3C=2)cccc4)cc1,1,0,CC(C)/N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
701,O=C(OCC(OCn1c2NC(N)=NC(=O)c2nc1)CO)[C@@H](N)C(C)C,1,0,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21
702,O=C(OCCOCn1c2N=C(N)NC(=O)c2nc1)[C@@H](N)C(C)C,1,0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
703,O=C(OCCOCn1c2NC(N)=NC(=O)c2nc1)[C@@H](N)C(C)C,0,1,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21
704,O=C(NCC(C(=O)N)(C)C)[C@H](C(C)C)C[C@H](O)[C@@H](N)C[C@@H](C(C)C)Cc1cc(OCCCOC)c(OC)cc1,1,0,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
705,FC[C@]1(O)[C@@H](NC(=O)[C@@]2(C(C)C)ON=C(c3nccc4c3cccc4)C2)CC(=O)O1,0,1,CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1
706,O=C(N)C(CC[N+](C(C)C)(C(C)C)C)(c1ccccc1)c1ccccc1,1,0,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C
707,O=C(OCC[N+](C(C)C)(C(C)C)C)C1c2c(Oc3c1cccc3)cccc2,1,0,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
708,O=C(OC1C[C@@H]2[N+](C(C)C)(C)[C@@H](C1)CC2)C(CO)c1ccccc1,1,0,CC(C)[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2
709,O=C(N)C(CCN(C(C)C)C(C)C)(c1ncccc1)c1ccccc1,1,0,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
710,Clc1c([C@]2(Cn3ncnc3)O[C@@H](COc3ccc(N4CCN(C(C)C)CC4)cc3)CO2)ccc(Cl)c1,1,0,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
711,Ic1ccc(CC(NC(C)C)C)cc1,1,0,CC(C)NC(C)Cc1ccc(I)cc1
712,O(CCc1ccc(OC[C@@H](O)CNC(C)C)cc1)CC1CC1,1,0,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1
713,OC(CNC(C)C)c1cc(O)cc(O)c1,1,0,CC(C)NCC(O)c1cc(O)cc(O)c1
714,OC(CNC(C)C)c1cc(O)c(O)cc1,1,0,CC(C)NCC(O)c1ccc(O)c(O)c1
715,S(=O)(=O)(Nc1ccc(C(O)CNC(C)C)cc1)C,1,0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
716,O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,1,0,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
717,O=C(OC)CCc1ccc(OCC(O)CNC(C)C)cc1,1,0,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
718,O(CCc1ccc(OCC(O)CNC(C)C)cc1)C,1,0,COCCc1ccc(OCC(O)CNC(C)C)cc1
719,O(CCc1ccc(OCC(O)CNC(C)C)cc1)CC1CC1,1,0,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
720,O(C(C)C)CCOCc1ccc(OCC(O)CNC(C)C)cc1,1,0,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
721,O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,1,0,CC(C)NCC(O)COc1cccc2[nH]ccc12
723,O(CC(O)CNC(C)C)c1c(OCC=C)cccc1,1,0,C=CCOc1ccccc1OCC(O)CNC(C)C
724,O=[N+]([O-])c1c(CO)cc2c(NC(C[N+]C(C)C)CC2)c1,1,0,CC(C)[N+]CC1CCc2cc(CO)c([N+](=O)[O-])cc2N1
725,O=C(N)C1(CCCNC(C)C)c2c(-c3c1cccc3)cccc2,1,0,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21
726,O(C)c1c(OC)ccc(C(C#N)(C(C)C)CCCN(CCc2cc(OC)c(OC)cc2)C)c1,1,0,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
727,FC(F)(F)c1c([N+](=O)[O-])ccc(NC(=O)C(C)C)c1,1,0,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
728,O=C(OC(OC(=O)C(C)C)C)NCC1(CC(=O)O)CCCCC1,1,0,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C
729,O=C(Oc1c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)cc(CO)cc1)C(C)C,1,0,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1
730,Fc1ccc(-c2c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)nc(C(C)C)c2COC)cc1,1,0,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1
731,Fc1ccc(-c2n(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)c(C(=O)Nc3ccccc3)c2-c2ccccc2)cc1,1,0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
732,S(=O)(=O)(N(C)c1nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)n1)C,1,0,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O
733,O=C(O)c1c(N)nc2Oc3c(C(=O)c2c1)cc(C(C)C)cc3,1,0,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
734,O=C(O)CN(CC(=O)O)CC(=O)Nc1c(C(C)C)cccc1C(C)C,1,0,CC(C)c1cccc(C(C)C)c1NC(=O)CN(CC(=O)O)CC(=O)O
735,Oc1c(C(C)C)cccc1C(C)C,1,0,CC(C)c1cccc(C(C)C)c1O
736,P(=O)(OCOc1c(C(C)C)cccc1C(C)C)([O-])[O-],1,0,CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-]
737,O=C(OCc1scnc1)N[C@H]([C@@H](O)C[C@@H](NC(=O)[C@@H](NC(=O)N(Cc1nc(C(C)C)sc1)C)C(C)C)Cc1ccccc1)Cc1ccccc1,1,0,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
738,O=C(N[C@H](C(=O)N[C@H](C(=O)[C@]1(C)OC1)CC(C)C)Cc1ccccc1)[C@@H](NC(=O)[C@@H](NC(=O)CN1CCOCC1)CCc1ccccc1)CC(C)C,0,1,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
739,O=C(N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)NCC(=O)N)CCC1)CCC/[N+]=C(\N)/N)CC(C)C)Cc1c2c([nH]c1)cccc2)Cc1ccc(O)cc1)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO,1,0,CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCC[N+]=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
740,O=C(N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)NCC(=O)N)CCC1)CCCNC(=[N+])N)CC(C)C)Cc1ccc(O)cc1)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1nc[nH]c1)Cc1c2c([nH]c1)cccc2)CO,1,0,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=[N+])N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
741,O=C(NNC(=O)[C@H]1N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2NC(=O)CC2)Cc2[nH]cnc2)Cc2c3c([nH]c2)cccc3)CO)Cc2ccc(O)cc2)COC(C)(C)C)CC(C)C)CCC/N=C(\N)/N)CCC1)N,0,1,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
742,O=C(O)C[C@@H](CN)CC(C)C,1,0,CC(C)C[C@H](CN)CC(=O)O
743,Brc1[nH]c2c3c(ccc2)C=2[C@H](N(C)C[C@H](C(=O)N[C@@]4(C(C)C)C(=O)N5[C@@H](CC(C)C)C(=O)N6[C@H]([C@]5(O)O4)CCC6)C=2)Cc13,1,0,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
744,O=C(NNC(=O)C1N(C(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C2NC(=O)CC2)Cc2[nH]cnc2)Cc2c3c([nH]c2)cccc3)CO)Cc2ccc(O)cc2)COC(C)(C)C)CC(C)C)CCC/[N+]=C(\N)/N)CCC1)N,1,0,CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCC[N+]=C(N)N)C(=O)N1CCCC1C(=O)NNC(N)=O
745,O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1C(C(=O)NCC(=O)N)CCC1)CCCNC(=[N+])N)CC(C)C)Cc1cc2c(cc1)cccc2)Cc1ccc(O)cc1)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=O)CC1)Cc1nc[nH]c1)Cc1c2c([nH]c1)cccc2)CO,1,0,CC(C)CC(NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(=[N+])N)C(=O)N1CCCC1C(=O)NCC(N)=O
746,Clc1ccc(C2(C(N(C)C)CC(C)C)CCC2)cc1,1,0,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
747,O=C1C(CC=C)(CC(C)C)C(=O)NC(=O)N1,1,0,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O
748,O(C)c1c(OC)cc2c(c1)C1N(CC(CC(C)C)C(=O)C1)CC2,1,0,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
749,O=C(O)C(C)c1ccc(CC(C)C)cc1,1,0,CC(C)Cc1ccc(C(C)C(=O)O)cc1
750,S(=O)(=O)(N(C[C@@H](O)[C@@H](NC(=O)O[C@@H]1COCC1)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,1,0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
751,S(=O)(=O)(N(C[C@@H](OP(=O)([O-])[O-])[C@@H](NC(=O)O[C@@H]1COCC1)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,1,0,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
752,S(=O)(=O)(N(C[C@@H](O)[C@@H](NC(=O)O[C@@H]1[C@H]2[C@@H](OC1)OCC2)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,1,0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1
753,Nc1nc2c(c3n(CC(C)C)cnc13)cccc2,1,0,CC(C)Cn1cnc2c(N)nc3ccccc3c21
754,S(=O)(=O)(N1CCCC1)c1c(-c2ccc(CNCC(C)C)cc2)cccc1,0,1,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1
755,S(CC[C@H](NC(=O)[C@@H](NC(=O)CCNC(=O)OCC(C)C)Cc1c2c([nH]c1)cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)O)C,1,0,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OCC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
756,O(CC(C)C)CC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,1,0,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
757,Fc1ccc(-c2c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)n(C(C)C)c3c2cccc3)cc1,1,0,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
758,O=C(NC(C)C)c1ccc(CNNC)cc1,1,0,CNNCc1ccc(C(=O)NC(C)C)cc1
759,S(=O)(=O)(Nc1cc2c([nH]c(C(=O)N3CCN(c4c(NC(C)C)cccn4)CC3)c2)cc1)C,1,0,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
761,OC(C)C,1,0,CC(C)O
762,Clc1ccc(C(=O)c2ccc(OC(C(=O)OC(C)C)(C)C)cc2)cc1,1,0,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
763,FC(F)(F)c1cc(OC[C@H](O)/C=C/[C@@H]2[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]2O)ccc1,1,0,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1
764,O=C(OC(C)C)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,1,0,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1
765,O=C(OC(OC(=O)C1=C(COC)CS[C@@H]2[C@H](NC(=O)/C(=N/OC)/c3nc(N)sc3)C(=O)N12)C)OC(C)C,1,0,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N/OC)c3csc(N)n3)[C@H]2SC1
766,P(F)(=O)(OC(C)C)OC(C)C,1,0,CC(C)OP(=O)(F)OC(C)C
767,NC(C)C12CC3CC(C1)CC(C2)C3,1,0,CC(N)C12CC3CC(CC(C3)C1)C2
768,O=C(NC1C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c3c([nH]c2)cccc3)C(=O)NC(CCCCN)C(=O)NC(C(O)C)C(=O)NC(C(=O)NC(C(O)C)CO)CSSC1)C(N)Cc1ccccc1,1,0,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1
769,O=C(N(O)C(C)c1sc2c(c1)cccc2)N,1,0,CC(c1cc2ccccc2s1)N(O)C(N)=O
770,Fc1c(-c2ccccc2)ccc(C(C(=O)O)C)c1,1,0,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
771,O(C1C(O)C(OC2C(O)C(NC)C(O)(C)CO2)C(N)CC1N)C1C(N)CCC(C(NC)C)O1,1,0,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1
772,O=C(O)C(C)c1ccc(C(=O)c2sccc2)cc1,1,0,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
773,O=C(O)C(C)c1cc(C(=O)c2ccccc2)ccc1,1,0,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
774,O=C(O)C(C)c1cc(Oc2ccccc2)ccc1,1,0,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
775,O(C(C)(c1ncccc1)c1ccccc1)CCN(C)C,1,0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
