,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,cano_smiles
764,"2,4,5-Trichlorophenol ",-3.78,1,197.44799999999998,1,1,0,20.23,-2.21,Clc1c(Cl)cc(O)c(Cl)c1,Oc1cc(Cl)c(Cl)cc1Cl
765,phenanthridine,-3.7130001000000004,2,179.222,0,3,0,12.89,-2.78,n1c2c(c3c(c1)cccc3)cccc2,c1ccc2c(c1)cnc1ccccc12
766,3-Methyl-3-hexanol,-1.663,1,116.204,1,0,3,20.23,-0.98000002,OC(CCC)(CC)C,CCCC(C)(O)CC
767,Octane,-3.3239998999999996,1,114.23200000000001,0,0,5,0.0,-5.2399998,C(CCCC)CCC,CCCCCCCC
768,Anthracene,-4.5180001,2,178.23398999999998,0,3,0,0.0,-6.3499999,c12c(cc3c(c1)cccc3)cccc2,c1ccc2cc3ccccc3cc2c1
769,Phenylhydrazine,-1.8660001,1,108.14399999999999,2,1,1,38.049999,0.07,N(N)c1ccccc1,NNc1ccccc1
770,Propionaldehyde,-0.39399999,1,58.080002,0,0,1,17.07,0.57999998,O=CCC,CCC=O
771,Cyclooctane,-3.355,2,112.21600000000001,0,1,0,0.0,-4.150000100000001,C1CCCCCCC1,C1CCCCCCC1
772,"5,5-Diallylbarbital",-1.4709999999999999,1,208.217,2,1,4,75.269997,-2.0769999,O=C1C(CC=C)(CC=C)C(=O)NC(=O)N1,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
773,Trichloromethane,-1.8119999999999998,1,119.37799999999999,0,0,0,0.0,-1.17,ClC(Cl)Cl,ClC(Cl)Cl
774,thiouracil,-0.99199998,1,128.15601,2,1,0,45.75,-2.273,SC1=NC=CC(=O)N1,O=c1ccnc(S)[nH]1
775,Pencycuron,-5.1259999,1,328.84299,1,3,4,32.34,-5.915,Clc1ccc(CN(C(=O)Nc2ccccc2)C2CCCC2)cc1,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1
776,1-Methylcyclohexene ,-2.5739999,1,96.172997,0,1,0,0.0,-3.27,CC1=CCCCC1,CC1=CCCCC1
777,2-Ethylhexanal,-2.2320001,1,128.215,0,0,5,17.07,-2.1300001,O=CC(CCCC)CC,CCCCC(C=O)CC
778,Khellin,-3.6029998999999995,1,260.245,0,3,2,61.810001,-3.0209999,O(C)c1c2c(c(OC)c3OC(C)=CC(=O)c13)occ2,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
780,Benzo(j)fluoranthene,-6.007000000000001,2,252.31599,0,5,0,0.0,-8.0,c12c3cccc1-c1c4c(ccc1-c2ccc3)cccc4,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12
781,2-Ethylbutanal,-1.5230000000000001,1,100.161,0,0,3,17.07,-1.52,O=CC(CC)CC,CCC(C=O)CC
782,Dipropyl ether,-1.426,1,102.177,0,0,4,9.2299995,-1.62,O(CCC)CCC,CCCOCCC
783,1-Tetradecanol,-4.2309999000000005,1,214.39301,1,0,12,20.23,-5.8400002,OCCCCCCCCCCCCCC,CCCCCCCCCCCCCCO
784,"2,3,6-Trichlorophenol",-3.572,1,197.44799999999998,1,1,0,20.23,-2.6400001,Clc1c(O)c(Cl)ccc1Cl,Oc1c(Cl)ccc(Cl)c1Cl
785,Urea,0.83200002,1,60.056000000000004,2,0,0,69.110001,0.95999998,O=C(N)N,NC(N)=O
786,1-Pentyne,-1.446,1,68.119003,0,0,1,0.0,-1.64,C(#C)CCC,C#CCCC
787,"1,3-Dibromobenzene",-4.297999900000001,1,235.90601,0,1,0,0.0,-3.54,Brc1cc(Br)ccc1,Brc1cccc(Br)c1
788,1-Octadecanol,-5.6490002,1,270.50101,1,0,16,20.23,-8.3999996,OCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCO
789,Acetanilide,-1.857,1,135.166,1,1,1,29.1,-1.33,O=C(Nc1ccccc1)C,CC(=O)Nc1ccccc1
790,hematein,-1.795,1,300.26599,4,4,0,107.22,-2.7,O=C1C(O)=CC2=C3C(O)(COc4c(O)c(O)ccc34)CC2=C1,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O
791,Isonazid,-0.71700001,1,137.142,2,1,1,68.010002,0.0089999996,O=C(NN)c1ccncc1,NNC(=O)c1ccncc1
792,hydroxychlordene,-4.1560001,1,354.875,1,3,0,20.23,-5.46,ClC1(Cl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C1C2C(O)C=C1,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
793,Isopentyl formate,-1.449,1,116.16,0,0,4,26.299999,-1.52,O=COCCC(C)C,CC(C)CCOC=O
794,Acetophenone,-2.0780001,1,120.15100000000001,0,1,1,17.07,-1.28,O=C(C)c1ccccc1,CC(=O)c1ccccc1
795,biquinoline,-4.9029999,2,256.30801,0,4,1,25.780001000000002,-5.4000001,c1(-c2nc3c(cc2)cccc3)nc2c(cc1)cccc2,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1
796,Triethyl phosphate,-0.95300001,1,182.15601,0,0,6,44.759997999999996,0.43000001,P(=O)(OCC)(OCC)OCC,CCOP(=O)(OCC)OCC
797,D-fenchone,-2.158,1,152.237,0,2,0,17.07,-1.85,O=C1C(C)(C)C2CC1(C)CC2,CC12CCC(C1)C(C)(C)C2=O
798,7-methoxypteridine,-1.589,1,162.15198999999998,0,2,1,60.790001000000004,-0.91000003,O(C)c1nc2ncncc2nc1,COc1cnc2cncnc2n1
799,Chlordene,-5.152,1,338.87601,0,3,0,0.0,-5.6399999,ClC1(Cl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C1C2C=CC1,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl
800,2-Nitropropane,-0.74299997,1,89.094002,0,0,1,43.139998999999996,-0.62,O=[N+]([O-])C(C)C,CC(C)[N+](=O)[O-]
801,Carbazole,-3.8360000000000003,2,167.21099999999998,1,3,0,15.79,-5.27,[nH]1c2c(c3c1cccc3)cccc2,c1ccc2c(c1)[nH]c1ccccc12
802,Erythritol,0.67500001,1,122.12,4,0,3,80.91999799999999,0.69999999,OC(C(O)CO)CO,OCC(O)C(O)CO
803,Risocaine,-2.7090001,1,179.21899,1,1,3,52.32,-2.4519999,O=C(OCCC)c1ccc(N)cc1,CCCOC(=O)c1ccc(N)cc1
804,Azodrin,-0.9490000000000001,1,223.16499,1,0,5,73.860001,0.65100002,P(=O)(O/C(=C\C(=O)NC)/C)(OC)OC,CNC(=O)/C=C(/C)OP(=O)(OC)OC
805,Succinimide,0.28200001,1,99.08899699999999,1,1,0,46.169998,0.30000001,O=C1NC(=O)CC1,O=C1CCC(=O)N1
806,"2,3-Dimethylpentane",-2.938,1,100.205,0,0,2,0.0,-4.2800002,C(C(C)C)(CC)C,CCC(C)C(C)C
807,bupirimate,-3.4930000000000003,1,316.427,1,1,8,84.41999799999999,-4.1599998,S(=O)(=O)(Oc1c(CCCC)c(C)nc(NCC)n1)N(C)C,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C
808,RTI 16,-3.411,1,270.36099,0,3,1,32.259997999999996,-4.6339998,S=C1N(C)c2c(N(CC)c3ncccc13)nccc2,CCN1c2ncccc2C(=S)N(C)c2cccnc21
809,RTI 9,-3.7839998999999995,1,239.274,0,3,1,29.540001,-3.6800001000000004,O=C1N(CC)c2c(Oc3c1cccc3)cccc2,CCN1C(=O)c2ccccc2Oc2ccccc21
810,Tetrahydropyran ,-0.97799999,2,86.134003,0,1,0,9.2299995,-0.029999999,O1CCCCC1,C1CCOCC1
811,1-Heptyne,-2.155,1,96.172997,0,0,3,0.0,-3.01,C(#C)CCCCC,C#CCCCCC
812,osthole,-4.0760002,1,244.28999,0,2,3,39.439999,-4.3140000999999994,O(C)c1c(C/C=C(\C)/C)c2OC(=O)C=Cc2cc1,COc1ccc2ccc(=O)oc2c1CC=C(C)C
813,3-Methylcholanthrene,-6.3109999000000006,1,268.35901,0,5,0,0.0,-7.920000099999999,Cc1cc2c(c3c(c4c5c(c3)cccc5CC4)cc2)cc1,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1
814,Ethyl benzoate ,-2.7750001,1,150.17700000000002,0,1,2,26.299999,-2.3199999,O=C(OCC)c1ccccc1,CCOC(=O)c1ccccc1
815,1-Chloro-2-methylpropane,-1.9240000000000002,1,92.569,0,0,1,0.0,-2.0,ClCC(C)C,CC(C)CCl
816,Ethinyl estradiol,-4.316999900000001,1,296.41,2,4,0,40.459998999999996,-4.3000002,Oc1cc2c(cc1)C1C(C3C(C)(C(O)(C#C)CC3)CC1)CC2,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C
817,methyl laurate,-4.025000100000001,1,214.34900000000002,0,0,10,26.299999,-4.6900001,O=C(OC)CCCCCCCCCCC,CCCCCCCCCCCC(=O)OC
818,Di-n-propylsulfide,-2.3069999,1,118.245,0,0,4,0.0,-2.5799999,S(CCC)CCC,CCCSCCC
819,Napthacene,-5.5679998,2,228.29401000000001,0,4,0,0.0,-8.6000004,c12c(cc3c(c1)cccc3)cc1c(c2)cccc1,c1ccc2cc3cc4ccccc4cc3cc2c1
820,1-Bromopentane,-2.658,1,151.047,0,0,3,0.0,-3.0799999,BrCCCCC,CCCCCBr
821,trans-2-Heptene ,-2.7839999,1,98.189003,0,0,3,0.0,-3.8199998999999996,C(=C/C)\CCCC,C/C=C/CCCC
823,Pentylcyclopentane,-3.8689999999999998,1,140.27,0,1,4,0.0,-6.079999900000001,C(CCC1CCCC1)CC,CCCCCC1CCCC1
824,"2,2',3,5,5',6-PCB",-7.261000200000001,1,360.88199,0,2,1,0.0,-7.420000099999999,Clc1c(c(Cl)c(Cl)cc1Cl)-c1c(Cl)ccc(Cl)c1,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1
826,"1,1,1-Trichloroethane",-2.2320001,1,133.405,0,0,0,0.0,-2.0,ClC(Cl)(Cl)C,CC(Cl)(Cl)Cl
827,Monolinuron,-2.948,1,214.65198999999998,1,1,2,41.57,-2.5699999,Clc1ccc(NC(=O)N(OC)C)cc1,CON(C)C(=O)Nc1ccc(Cl)cc1
828,Cyclohexyl-5-spirobarbituric acid,-1.405,1,196.20598999999999,2,2,0,75.269997,-3.0599998999999998,O=C1C2(C(=O)NC(=O)N1)CCCCC2,O=C1NC(=O)C2(CCCCC2)C(=O)N1
829,dimetan,-2.3039999,1,211.261,0,1,1,46.610001000000004,-0.85000002,O=C(OC1=CC(=O)CC(C)(C)C1)N(C)C,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1
830,4-Bromotoluene,-3.6670001000000005,1,171.037,0,1,0,0.0,-3.1900001000000002,Brc1ccc(C)cc1,Cc1ccc(Br)cc1
831,Diethyl ether ,-0.71799999,1,74.123001,0,0,2,9.2299995,-0.09000000400000001,O(CC)CC,CCOCC
832,Rovral,-4.0040002,1,330.17099,1,2,2,69.720001,-4.3759999,Clc1cc(Cl)cc(N2C(=O)N(C(=O)NC(C)C)CC2=O)c1,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
833,Benfluralin,-5.204999900000001,1,335.28201,0,1,7,89.519997,-5.5300002,FC(F)(F)c1cc([N+](=O)[O-])c(N(CCCC)CC)c([N+](=O)[O-])c1,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
834,"2,4,6-Trimethylphenol",-2.9410000000000003,1,136.194,1,1,0,20.23,-2.05,Oc1c(C)cc(C)cc1C,Cc1cc(C)c(O)c(C)c1
835,Benzene ,-2.418,2,78.113998,0,1,0,0.0,-1.64,c1ccccc1,c1ccccc1
836,p-Chloroiodobenzene,-4.3839998,1,238.455,0,1,0,0.0,-4.0300002,Ic1ccc(Cl)cc1,Clc1ccc(I)cc1
837,Metoxuron,-2.6830001,1,228.679,1,1,2,41.57,-2.5639998999999998,Clc1c(OC)ccc(NC(=O)N(C)C)c1,COc1ccc(NC(=O)N(C)C)cc1Cl
838,propachlor,-3.0179999,1,211.692,0,1,3,20.309998999999998,-2.48,ClCC(=O)N(C(C)C)c1ccccc1,CC(C)N(C(=O)CCl)c1ccccc1
839,Styrene,-2.8499999,1,104.152,0,1,1,0.0,-2.8199999,C(=C)c1ccccc1,C=Cc1ccccc1
840,Dimethoxymethane,0.092,1,76.095001,0,0,2,18.459999,0.47999999,O(COC)C,COCOC
841,o-Xylene ,-3.0039999,1,106.16799999999999,0,1,0,0.0,-2.8,Cc1c(C)cccc1,Cc1ccccc1C
842,Butan-2-ol,-0.616,1,74.123001,1,0,1,20.23,0.47,OC(CC)C,CCC(C)O
843,"1,4-Benzenediol",-1.59,1,110.11200000000001,2,1,0,40.459998999999996,-0.17,Oc1ccc(O)cc1,Oc1ccc(O)cc1
844,estriol,-3.858,1,288.38698999999997,3,4,0,60.689999,-4.954999900000001,Oc1cc2c(cc1)C1C(C3C(C)(C(O)C(O)C3)CC1)CC2,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O
845,Benzo(b)fluorene,-5.1890000999999994,2,216.283,0,4,0,0.0,-8.04,c12c(cc3c(-c4c(cccc4)C3)c1)cccc2,c1ccc2c(c1)Cc1cc3ccccc3cc1-2
846,hydantoin,0.60299999,1,100.07700000000001,2,1,0,58.200001,-0.40000001,O=C1NC(=O)CN1,O=C1CNC(=O)N1
847,4-hexylresorcinol,-3.4930000000000003,1,194.274,2,1,5,40.459998999999996,-2.5899999,Oc1c(CCCCCC)ccc(O)c1,CCCCCCc1ccc(O)cc1O
848,allicin,-2.0450001,1,162.27901,0,0,5,17.07,-0.82999998,[SH0](SCC=C)(=O)CC=C,C=CCSS(=O)CC=C
849,Coumaphos,-5.04,1,362.77099999999996,0,2,6,57.900002,-5.382000000000001,ClC=1C(=O)Oc2c(C=1C)cc(OP(=S)(OCC)OCC)cc2,CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1
850,"5,6-Dimethylchrysene",-6.2649999,1,256.34799,0,4,0,0.0,-7.0100002,Cc1c(C)c2c(c3c1c1c(cc3)cccc1)cccc2,Cc1c(C)c2c3ccccc3ccc2c2ccccc12
851,Betamethasone-17-valerate,-5.0619998,1,476.58499000000006,2,4,6,100.9,-4.71,FC12C3(C)C(=CC(=O)C=C3)CCC1C1C(C)(C(OC(=O)CCCC)(C(=O)CO)C(C)C1)CC2O,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
852,uric acid,-0.54100001,1,168.112,4,2,0,114.37,-3.9300001000000004,O=C1NC(=O)C=2NC(=O)NC=2N1,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
853,"2,3,4,6-Tetrachlorophenol",-4.2030001,1,231.89301,1,1,0,20.23,-3.0999999,Clc1c(Cl)c(Cl)cc(Cl)c1O,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
854,"1,3-Dichlorobenzene",-3.5580001000000006,1,147.004,0,1,0,0.0,-3.04,Clc1cc(Cl)ccc1,Clc1cccc(Cl)c1
855,DDT,-6.638,1,354.491,0,2,2,0.0,-7.150000099999999,ClC(Cl)(Cl)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
856,Isobutyl formate,-1.095,1,102.133,0,0,3,26.299999,-1.01,O=COCC(C)C,CC(C)COC=O
857,thioanisole,-2.8699999,1,124.208,0,1,1,0.0,-2.3900001,S(C)c1ccccc1,CSc1ccccc1
858,RTI 13,-4.4499998,1,322.29001,1,3,1,58.119999,-4.2069998,FC(F)(F)c1c2NC(=O)c3c(N(CC)c2nc(C)c1)nccc3,CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21
859,Hexane ,-2.615,1,86.178001,0,0,3,0.0,-3.8399998999999996,C(CCC)CC,CCCCCC
860,methyl nicotinate,-1.6210001,1,137.138,0,1,1,39.189999,-0.46000001,O=C(OC)c1cnccc1,COC(=O)c1cccnc1
861,Bendroflumethiazide,-3.7409999,1,421.42199999999997,3,3,3,118.36,-3.5899998999999996,S(=O)(=O)(N)c1c(C(F)(F)F)cc2NC(Cc3ccccc3)NS(=O)(=O)c2c1,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
862,"2,3,3',4,4',5-PCB",-7.4250002,1,360.88199,0,2,1,0.0,-7.820000200000001,Clc1c(Cl)c(Cl)cc(c1Cl)-c1cc(Cl)c(Cl)cc1,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
863,Vinclozolin,-4.3769999,1,286.11401,0,2,2,46.610001000000004,-4.9250002,Clc1cc(Cl)cc(N2C(=O)C(C=C)(C)OC2=O)c1,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
864,Cyanazine,-2.49,1,240.69799999999998,2,1,4,86.519997,-3.1500001,Clc1nc(NC(C#N)(C)C)nc(NCC)n1,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1
865,Triphenylene,-5.5679998,2,228.29401000000001,0,4,0,0.0,-6.725999799999999,c12c(c3c(c4c1cccc4)cccc3)cccc2,c1ccc2c(c1)c1ccccc1c1ccccc21
866,Dienestrol,-4.7750001,1,266.34,2,2,3,40.459998999999996,-4.9499998,Oc1ccc(/C(/C(=C\C)/c2ccc(O)cc2)=C/C)cc1,C/C=C(C(=C/C)\c1ccc(O)cc1)/c1ccc(O)cc1
867,Di(2-ethylhexyl)-phthalate,-7.1170000999999985,1,390.564,0,1,14,52.599998,-6.96,O=C(OCC(CCCC)CC)c1c(C(=O)OCC(CCCC)CC)cccc1,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
868,2-Ethyl pyridine,-2.0510001,1,107.156,0,1,1,12.89,0.50999999,C(C)c1ncccc1,CCc1ccccn1
869,Naled,-3.5480001000000003,1,380.784,0,0,5,44.759997999999996,-2.28,BrC(Cl)(Cl)C(Br)OP(=O)(OC)OC,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
870,Biphenyl,-4.079,2,154.21201000000002,0,2,1,0.0,-4.3449998,c1(-c2ccccc2)ccccc1,c1ccc(-c2ccccc2)cc1
871,"2,2',4,4',6,6'-PCB",-7.178999900000001,1,360.88199,0,2,1,0.0,-8.71,Clc1c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)cc(Cl)c1,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1
872,Altretamine,-2.4920001,1,210.285,0,1,3,48.389998999999996,-3.3640001000000006,N(C)(C)c1nc(N(C)C)nc(N(C)C)n1,CN(C)c1nc(N(C)C)nc(N(C)C)n1
873,"2,4-Dimethyl-2-pentanol ",-1.6469999999999998,1,116.204,1,0,2,20.23,-0.92000002,OC(CC(C)C)(C)C,CC(C)CC(C)(C)O
874,Cycloheptyl-5-spirobarbituric acid,-1.844,1,210.233,2,2,0,75.269997,-3.168,O=C1C2(C(=O)NC(=O)N1)CCCCCC2,O=C1NC(=O)C2(CCCCCC2)C(=O)N1
875,Fructose,0.47099999,1,180.15601,5,1,2,110.38,0.63999999,OCC1(O)C(O)C(O)C(CO)O1,OCC1OC(O)(CO)C(O)C1O
876,"3,5-Dimethylphenol",-2.6519999999999997,1,122.167,1,1,0,20.23,-1.4,Oc1cc(C)cc(C)c1,Cc1cc(C)cc(O)c1
877,Barban,-4.1599998,1,258.10400000000004,1,1,2,38.330002,-4.369999900000001,ClCC#CCOC(=O)Nc1cc(Cl)ccc1,O=C(Nc1cccc(Cl)c1)OCC#CCCl
878,p-Chloroacetanilide,-2.642,1,169.61099,1,1,1,29.1,-2.8429999,Clc1ccc(NC(=O)C)cc1,CC(=O)Nc1ccc(Cl)cc1
879,"2,2',3,4,5,5',6-PCB",-7.897999799999999,1,395.327,0,2,1,0.0,-8.9399996,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)ccc(Cl)c1,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1
880,"2,2-Dimethylbutane",-2.5840001,1,86.178001,0,0,0,0.0,-3.55,C(CC)(C)(C)C,CCC(C)(C)C
881,N-Methylaniline ,-2.0969999,1,107.156,1,1,1,12.03,-1.28,N(C)c1ccccc1,CNc1ccccc1
882,"1,4-Pentadiene ",-1.758,1,68.119003,0,0,2,0.0,-2.0899999,C(=C)CC=C,C=CCC=C
883,Hydrocortisone 21-acetate,-3.6919998999999994,1,404.50299,2,4,3,100.9,-4.880000099999999,O=C(OCC(=O)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)C(O)C2)CC1)C,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
884,DNOC,-2.8180001,1,198.13400000000001,1,1,2,106.51,-1.456,O=[N+]([O-])c1c(O)c(C)cc([N+](=O)[O-])c1,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
885,Lorazepam,-3.75,1,321.16299,2,3,1,61.689999,-3.6040001000000004,Clc1c(C2=NC(O)C(=O)Nc3c2cc(Cl)cc3)cccc1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
886,3-Chlorophenol,-2.7609999,1,128.558,1,1,0,20.23,-0.69999999,Clc1cc(O)ccc1,Oc1cccc(Cl)c1
887,m-Chlorobromobenzene,-3.928,1,191.455,0,1,0,0.0,-3.21,Brc1cc(Cl)ccc1,Clc1cccc(Br)c1
888,chlorothiazide,-1.7519999999999998,1,295.72900000000004,2,2,1,118.69,-3.05,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC=Nc2c1,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
889,5-Methyl-5-ethylbarbituric acid,-0.91100001,1,170.168,2,1,1,75.269997,-1.228,O=C1C(CC)(C)C(=O)NC(=O)N1,CCC1(C)C(=O)NC(=O)NC1=O
890,2-Phenoxyethanol,-1.761,1,138.166,1,1,3,29.459999,-0.69999999,O(CCO)c1ccccc1,OCCOc1ccccc1
891,Diphenylmethane,-4.0900002,2,168.239,0,2,2,0.0,-4.0799999,C(c1ccccc1)c1ccccc1,c1ccc(Cc2ccccc2)cc1
892,3-Octanol,-2.033,1,130.231,1,0,5,20.23,-1.98,OC(CCCCC)CC,CCCCCC(O)CC
893,Flumetralin,-6.584000099999999,1,421.73400999999996,0,2,6,89.519997,-6.780000200000001,Clc1c(CN(CC)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(F)ccc1,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
894,Propazine,-3.3289999999999997,1,229.715,2,1,4,62.73,-4.4299998,Clc1nc(NC(C)C)nc(NC(C)C)n1,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
895,2-Methylpentanol,-1.381,1,102.177,1,0,3,20.23,-1.11,OCC(CCC)C,CCCC(C)CO
896,2-Methyl-2-hexanol,-1.663,1,116.204,1,0,3,20.23,-1.08,OC(CCCC)(C)C,CCCCC(C)(C)O
897,Ethylbenzene,-2.9879999,1,106.16799999999999,0,1,1,0.0,-2.77,C(C)c1ccccc1,CCc1ccccc1
898,5-(3-Methyl-2-butenyl)-5-ethylbarbital,-2.1259999,1,224.25999,2,1,3,75.269997,-2.253,O=C1C(C/C=C(\C)/C)(CC)C(=O)NC(=O)N1,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O
899,Heptachlor,-5.2600002,1,373.32101,0,3,0,0.0,-6.316999900000001,ClC1(Cl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C1C2C(Cl)C=C1,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
900,butallylonal,-2.766,1,303.15601000000004,2,1,4,75.269997,-2.6470001,BrC(=C)CC1(C(CC)C)C(=O)NC(=O)NC1=O,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O
901,Fenpropathrin,-6.1500001,1,349.42999,0,3,5,59.32,-6.0250001,O=C(OC(C#N)c1cc(Oc2ccccc2)ccc1)C1C(C)(C)C1(C)C,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
902,Methoprene,-4.795000099999999,1,310.478,0,0,10,35.529999,-5.1900001,O=C(OC(C)C)/C=C(\C=C\CC(CCCC(OC)(C)C)C)/C,COC(C)(C)CCCC(C)C/C=C/C(C)=C\C(=O)OC(C)C
903,Ethyl propionate,-1.1909999999999998,1,102.133,0,0,2,26.299999,-0.66000003,O=C(OCC)CC,CCOC(=O)CC
904,Prometryn,-3.6930001000000003,1,241.364,2,1,5,62.73,-4.099999899999999,S(C)c1nc(NC(C)C)nc(NC(C)C)n1,CSc1nc(NC(C)C)nc(NC(C)C)n1
905,Buturon,-3.1989999,1,236.702,1,1,2,32.34,-3.9000001,Clc1ccc(NC(=O)N(C(C#C)C)C)cc1,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1
906,"2,3-Dimethylnaphthalene",-4.1160002,1,156.22799999999998,0,2,0,0.0,-4.7199998,Cc1c(C)cc2c(c1)cccc2,Cc1cc2ccccc2cc1C
907,"2,4',5-PCB",-5.7620001,1,257.547,0,2,1,0.0,-6.25,Clc1c(-c2ccc(Cl)cc2)cc(Cl)cc1,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1
908,"2,3',4,4',5-PCB",-7.3429999000000015,1,360.88199,0,2,1,0.0,-7.389999900000001,Clc1c(Cl)c(Cl)cc(c1Cl)-c1c(Cl)cc(Cl)cc1,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1
909,2-cyanoguanidine,0.361,1,84.082001,2,0,0,88.190002,-0.31,N#C/N=C(\N)/N,N#CN=C(N)N
910,Chloropicrin,-1.8660001,1,164.375,0,0,0,43.139998999999996,-2.0,ClC(Cl)(Cl)[N+](=O)[O-],O=[N+]([O-])C(Cl)(Cl)Cl
911,"2,6-PCB",-4.9840002,1,223.10201,0,2,1,0.0,-5.21,Clc1c(c(Cl)ccc1)-c1ccccc1,Clc1cccc(Cl)c1-c1ccccc1
912,p-Methoxybenzaldehyde,-2.2520001,1,136.14999,0,1,2,26.299999,-1.49,O=Cc1ccc(OC)cc1,COc1ccc(C=O)cc1
913,4-Nitroacetanilide,-2.2190001,1,180.16298999999998,1,1,2,72.239998,-2.6919999,O=[N+]([O-])c1ccc(NC(=O)C)cc1,CC(=O)Nc1ccc([N+](=O)[O-])cc1
914,Ethyl heptanoate,-2.608,1,158.241,0,0,6,26.299999,-2.74,O=C(OCC)CCCCCC,CCCCCCC(=O)OCC
915,p-Hydroxyacetanilide,-1.495,1,151.16499,2,1,1,49.330002,-1.03,O=C(Nc1ccc(O)cc1)C,CC(=O)Nc1ccc(O)cc1
916,indazole,-2.3399999,2,118.139,1,2,0,28.68,-2.1600001,[nH]1ncc2c1cccc2,c1ccc2[nH]ncc2c1
917,triamcinolone acetonide,-3.928,1,434.504,2,5,2,93.059998,-4.3099999,FC12C3(C)C(=CC(=O)C=C3)CCC1C1C(C)(C3(C(=O)CO)OC(C)(C)OC3C1)CC2O,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
